SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
13512,Alamatti,2015,1,2015-01-01,65.92,1690.70,0,11500,ALAMATTI-2015-01-01
13513,Alamatti,2015,1,2015-01-02,64.97,1690.37,0,12000,ALAMATTI-2015-01-02
13514,Alamatti,2015,1,2015-01-03,64.03,1690.04,0,12000,ALAMATTI-2015-01-03
13515,Alamatti,2015,1,2015-01-04,63.19,1689.75,0,12000,ALAMATTI-2015-01-04
13516,Alamatti,2015,1,2015-01-05,62.36,1689.45,0,12000,ALAMATTI-2015-01-05
13517,Alamatti,2015,1,2015-01-06,61.57,1689.16,0,12000,ALAMATTI-2015-01-06
13518,Alamatti,2015,1,2015-01-07,60.86,1688.90,0,12000,ALAMATTI-2015-01-07
13519,Bhadra,2015,1,2015-01-01,65.75,2153.31,304,155,BHADRA-2015-01-01
13520,Bhadra,2015,1,2015-01-02,65.75,2153.31,304,155,BHADRA-2015-01-02
13521,Bhadra,2015,1,2015-01-03,65.75,2153.31,304,155,BHADRA-2015-01-03
13522,Bhadra,2015,1,2015-01-04,65.55,2153.14,415,555,BHADRA-2015-01-04
13523,Bhadra,2015,1,2015-01-05,65.48,2153.08,526,1245,BHADRA-2015-01-05
13524,Bhadra,2015,1,2015-01-06,65.33,2152.95,461,2060,BHADRA-2015-01-06
13525,Bhadra,2015,1,2015-01-07,65.18,2152.83,359,1935,BHADRA-2015-01-07
13526,Ghataprabha,2015,1,2015-01-01,28.58,2142.80,0,5166,GHATAPRABHA-2015-01-01
13527,Ghataprabha,2015,1,2015-01-02,28.14,2142.03,0,5041,GHATAPRABHA-2015-01-02
13528,Ghataprabha,2015,1,2015-01-03,27.71,2141.26,0,4971,GHATAPRABHA-2015-01-03
13529,Ghataprabha,2015,1,2015-01-04,27.30,2140.51,0,4792,GHATAPRABHA-2015-01-04
13530,Ghataprabha,2015,1,2015-01-05,26.89,2139.76,0,4749,GHATAPRABHA-2015-01-05
13531,Ghataprabha,2015,1,2015-01-06,26.48,2139,0,4771,GHATAPRABHA-2015-01-06
13532,Ghataprabha,2015,1,2015-01-07,26.06,2138.23,0,4785,GHATAPRABHA-2015-01-07
13533,Harangi,2015,1,2015-01-01,3.11,2825.55,956,1600,HARANGI-2015-01-01
13534,Harangi,2015,1,2015-01-02,0.72,2787.81,168,0,HARANGI-2015-01-02
13535,Harangi,2015,1,2015-01-03,0.73,2788.19,160,0,HARANGI-2015-01-03
13536,Harangi,2015,1,2015-01-04,0.75,2788.54,148,0,HARANGI-2015-01-04
13537,Harangi,2015,1,2015-01-05,0.76,2788.90,152,0,HARANGI-2015-01-05
13538,Harangi,2015,1,2015-01-06,0.77,2789.22,136,0,HARANGI-2015-01-06
13539,Harangi,2015,1,2015-01-07,0.79,2789.64,177,0,HARANGI-2015-01-07
13540,Hemavathi,2015,1,2015-01-01,24.04,2906.38,104,4325,HEMAVATHI-2015-01-01
13541,Hemavathi,2015,1,2015-01-02,14.25,2890.36,126,2275,HEMAVATHI-2015-01-02
13542,Hemavathi,2015,1,2015-01-03,14.06,2890.02,125,2275,HEMAVATHI-2015-01-03
13543,Hemavathi,2015,1,2015-01-04,13.86,2889.66,121,2400,HEMAVATHI-2015-01-04
13544,Hemavathi,2015,1,2015-01-05,13.66,2889.30,121,2400,HEMAVATHI-2015-01-05
13545,Hemavathi,2015,1,2015-01-06,13.45,2888.94,121,2400,HEMAVATHI-2015-01-06
13546,Hemavathi,2015,1,2015-01-07,13.25,2888.58,121,2400,HEMAVATHI-2015-01-07
13547,K.R.S,2015,1,2015-01-01,43.26,120.17,1631,4419,K.R.S-2015-01-01
13548,K.R.S,2015,1,2015-01-02,39.88,117.43,1819,807,K.R.S-2015-01-02
13549,K.R.S,2015,1,2015-01-03,39.96,117.49,1644,632,K.R.S-2015-01-03
13550,K.R.S,2015,1,2015-01-04,40.04,117.56,1802,651,K.R.S-2015-01-04
13551,K.R.S,2015,1,2015-01-05,40.09,117.60,1392,657,K.R.S-2015-01-05
13552,K.R.S,2015,1,2015-01-06,40.12,117.63,1253,657,K.R.S-2015-01-06
13553,K.R.S,2015,1,2015-01-07,40.16,117.66,1253,657,K.R.S-2015-01-07
13554,Kabini,2015,1,2015-01-01,13.73,2273.98,287,1900,KABINI-2015-01-01
13555,Kabini,2015,1,2015-01-02,14.73,2275.83,306,50,KABINI-2015-01-02
13556,Kabini,2015,1,2015-01-03,14.75,2275.87,369,50,KABINI-2015-01-03
13557,Kabini,2015,1,2015-01-04,14.77,2275.91,369,50,KABINI-2015-01-04
13558,Kabini,2015,1,2015-01-05,14.78,2275.94,306,50,KABINI-2015-01-05
13559,Kabini,2015,1,2015-01-06,14.81,2275.98,369,50,KABINI-2015-01-06
13560,Kabini,2015,1,2015-01-07,14.83,2276.02,371,50,KABINI-2015-01-07
13561,Linganamakki,2015,1,2015-01-01,109.06,1805.05,143,6346.95011999999950,LINGANAMAKKI-2015-01-01
13562,Linganamakki,2015,1,2015-01-02,108.66,1804.90,0,3151.947420,LINGANAMAKKI-2015-01-02
13563,Linganamakki,2015,1,2015-01-03,108.14,1804.70,683,6521.9490,LINGANAMAKKI-2015-01-03
13564,Linganamakki,2015,1,2015-01-04,107.27,1804.55,0,6521.9490,LINGANAMAKKI-2015-01-04
13565,Linganamakki,2015,1,2015-01-05,107.01,1804.25,0,4573.003140,LINGANAMAKKI-2015-01-05
13566,Linganamakki,2015,1,2015-01-06,106.40,1804,0,7421.8275,LINGANAMAKKI-2015-01-06
13567,Linganamakki,2015,1,2015-01-07,105.71,1803.75,0,7676.224020,LINGANAMAKKI-2015-01-07
13568,Malaprabha,2015,1,2015-01-01,19.78,2063.77,0,2765,MALAPRABHA-2015-01-01
13569,Malaprabha,2015,1,2015-01-02,19.60,2063.57,0,2844,MALAPRABHA-2015-01-02
13570,Malaprabha,2015,1,2015-01-03,19.40,2063.35,0,2865,MALAPRABHA-2015-01-03
13571,Malaprabha,2015,1,2015-01-04,19.18,2063.10,0,2865,MALAPRABHA-2015-01-04
13572,Malaprabha,2015,1,2015-01-05,18.91,2062.80,0,2865,MALAPRABHA-2015-01-05
13573,Malaprabha,2015,1,2015-01-06,18.65,2062.50,0,2865,MALAPRABHA-2015-01-06
13574,Malaprabha,2015,1,2015-01-07,18.40,2062.20,0,2865,MALAPRABHA-2015-01-07
13575,Narayanapura,2015,1,2015-01-01,30.13,1612.69,11667,10554,NARAYANAPURA-2015-01-01
13576,Narayanapura,2015,1,2015-01-02,30.17,1612.72,11403,10797,NARAYANAPURA-2015-01-02
13577,Narayanapura,2015,1,2015-01-03,30.17,1612.72,10941,10801,NARAYANAPURA-2015-01-03
13578,Narayanapura,2015,1,2015-01-04,30.22,1612.76,11437,10801,NARAYANAPURA-2015-01-04
13579,Narayanapura,2015,1,2015-01-05,30.26,1612.79,11745,11108,NARAYANAPURA-2015-01-05
13580,Narayanapura,2015,1,2015-01-06,30.31,1612.82,11834,11108,NARAYANAPURA-2015-01-06
13581,Narayanapura,2015,1,2015-01-07,30.35,1612.86,11746,11107,NARAYANAPURA-2015-01-07
13582,Supa,2015,1,2015-01-01,97.77,1810,282,883.7632,SUPA-2015-01-01
13583,Supa,2015,1,2015-01-02,97.77,1810,0,0,SUPA-2015-01-02
13584,Supa,2015,1,2015-01-03,97.60,1809.84,0,2002.649220,SUPA-2015-01-03
13585,Supa,2015,1,2015-01-04,97.44,1809.92,0,2003,SUPA-2015-01-04
13586,Supa,2015,1,2015-01-05,97.21,1809.48,364,2374.63757999999960,SUPA-2015-01-05
13587,Supa,2015,1,2015-01-06,97.01,1809.28,0,2313.295380,SUPA-2015-01-06
13588,Supa,2015,1,2015-01-07,96.76,1809.05,0,2766.996180,SUPA-2015-01-07
13589,Tungabhadra,2015,1,2015-01-01,69.48,1623.90,0,5788,TUNGABHADRA-2015-01-01
13590,Tungabhadra,2015,1,2015-01-02,68.78,1623.67,0,6679,TUNGABHADRA-2015-01-02
13591,Tungabhadra,2015,1,2015-01-03,68.06,1623.43,0,7116,TUNGABHADRA-2015-01-03
13592,Tungabhadra,2015,1,2015-01-04,67.33,1623.19,0,7059,TUNGABHADRA-2015-01-04
13593,Tungabhadra,2015,1,2015-01-05,66.60,1622.95,0,7144,TUNGABHADRA-2015-01-05
13594,Tungabhadra,2015,1,2015-01-06,65.87,1622.70,0,7227,TUNGABHADRA-2015-01-06
13595,Tungabhadra,2015,1,2015-01-07,65.14,1622.45,0,7227,TUNGABHADRA-2015-01-07
13596,Varahi,2015,1,2015-01-01,18.21,1924.64,282,765.157140,VARAHI-2015-01-01
13597,Varahi,2015,1,2015-01-02,21.93,1932.64,0,1432.976940,VARAHI-2015-01-02
13598,Varahi,2015,1,2015-01-03,18.07,1924.31,102,414.233460,VARAHI-2015-01-03
13599,Varahi,2015,1,2015-01-04,18.20,1924.21,102,414,VARAHI-2015-01-04
13600,Varahi,2015,1,2015-01-05,17.93,1923.98,0,756.476640,VARAHI-2015-01-05
13601,Varahi,2015,1,2015-01-06,17.86,1923.82,0,778.23575999999990,VARAHI-2015-01-06
13602,Varahi,2015,1,2015-01-07,17.79,1923.65,784,320.484060,VARAHI-2015-01-07
13603,Alamatti,2015,2,2015-01-08,60.60,1688.80,0,1438,ALAMATTI-2015-01-08
13604,Alamatti,2015,2,2015-01-09,60.51,1688.76,0,0,ALAMATTI-2015-01-09
13605,Alamatti,2015,2,2015-01-10,60.42,1688.73,0,0,ALAMATTI-2015-01-10
13606,Alamatti,2015,2,2015-01-11,60.34,1688.70,0,0,ALAMATTI-2015-01-11
13607,Alamatti,2015,2,2015-01-12,60.25,1688.67,0,0,ALAMATTI-2015-01-12
13608,Alamatti,2015,2,2015-01-13,60.16,1688.63,0,500,ALAMATTI-2015-01-13
13609,Alamatti,2015,2,2015-01-14,59.99,1688.57,0,500,ALAMATTI-2015-01-14
13610,Bhadra,2015,2,2015-01-08,64.95,2152.62,299,2685,BHADRA-2015-01-08
13611,Bhadra,2015,2,2015-01-09,64.70,2152.43,276,3158,BHADRA-2015-01-09
13612,Bhadra,2015,2,2015-01-10,64.45,2152.22,351,3085,BHADRA-2015-01-10
13613,Bhadra,2015,2,2015-01-11,64.20,2152.02,351,3085,BHADRA-2015-01-11
13614,Bhadra,2015,2,2015-01-12,63.96,2151.87,374,3085,BHADRA-2015-01-12
13615,Bhadra,2015,2,2015-01-13,63.69,2151.58,96,3232,BHADRA-2015-01-13
13616,Bhadra,2015,2,2015-01-14,63.41,2151.35,84,3085,BHADRA-2015-01-14
13617,Ghataprabha,2015,2,2015-01-08,25.93,2137.98,0,1552,GHATAPRABHA-2015-01-08
13618,Ghataprabha,2015,2,2015-01-09,25.87,2137.88,0,615,GHATAPRABHA-2015-01-09
13619,Ghataprabha,2015,2,2015-01-10,25.82,2137.78,0,615,GHATAPRABHA-2015-01-10
13620,Ghataprabha,2015,2,2015-01-11,25.77,2137.68,0,615,GHATAPRABHA-2015-01-11
13621,Ghataprabha,2015,2,2015-01-12,25.72,2137.58,0,615,GHATAPRABHA-2015-01-12
13622,Ghataprabha,2015,2,2015-01-13,25.66,2137.48,0,615,GHATAPRABHA-2015-01-13
13623,Ghataprabha,2015,2,2015-01-14,25.61,2137.38,0,615,GHATAPRABHA-2015-01-14
13624,Harangi,2015,2,2015-01-08,0.79,2789.85,91,0,HARANGI-2015-01-08
13625,Harangi,2015,2,2015-01-09,0.80,2790.13,120,0,HARANGI-2015-01-09
13626,Harangi,2015,2,2015-01-10,0.81,2790.42,124,0,HARANGI-2015-01-10
13627,Harangi,2015,2,2015-01-11,0.82,2790.69,116,0,HARANGI-2015-01-11
13628,Harangi,2015,2,2015-01-12,0.83,2790.93,103,0,HARANGI-2015-01-12
13629,Harangi,2015,2,2015-01-13,0.84,2791.16,100,0,HARANGI-2015-01-13
13630,Harangi,2015,2,2015-01-14,0.85,2791.38,95,0,HARANGI-2015-01-14
13631,Hemavathi,2015,2,2015-01-08,13.05,2888.22,120,2400,HEMAVATHI-2015-01-08
13632,Hemavathi,2015,2,2015-01-09,12.84,2887.80,87,2400,HEMAVATHI-2015-01-09
13633,Hemavathi,2015,2,2015-01-10,12.61,2887.23,73,2700,HEMAVATHI-2015-01-10
