SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
16,Alamatti,2011,1,2011-01-01,104.52,1701.07,0,6533,ALAMATTI-2011-01-01
17,Alamatti,2011,1,2011-01-02,103.77,1700.90,0,6463,ALAMATTI-2011-01-02
18,Alamatti,2011,1,2011-01-03,103.32,1700.80,0,5033,ALAMATTI-2011-01-03
19,Alamatti,2011,1,2011-01-04,102.86,1700.71,0,5001,ALAMATTI-2011-01-04
20,Alamatti,2011,1,2011-01-05,102.41,1700.61,0,5033,ALAMATTI-2011-01-05
21,Alamatti,2011,1,2011-01-06,101.96,1700.51,0,5004,ALAMATTI-2011-01-06
22,Alamatti,2011,1,2011-01-07,101.52,1700.41,0,5054,ALAMATTI-2011-01-07
23,Bhadra,2011,1,2011-01-01,71.54,2158,1363,1206,BHADRA-2011-01-01
24,Bhadra,2011,1,2011-01-02,71.54,2158,1563,1206,BHADRA-2011-01-02
25,Bhadra,2011,1,2011-01-03,71.54,2158,1363,1206,BHADRA-2011-01-03
26,Bhadra,2011,1,2011-01-04,71.54,2158,1363,1206,BHADRA-2011-01-04
27,Bhadra,2011,1,2011-01-05,71.54,2158,785,628,BHADRA-2011-01-05
28,Bhadra,2011,1,2011-01-06,71.54,2158,294,137,BHADRA-2011-01-06
29,Bhadra,2011,1,2011-01-07,71.54,2158,1448,1291,BHADRA-2011-01-07
30,Ghataprabha,2011,1,2011-01-01,37.17,2156.51,0,4650,GHATAPRABHA-2011-01-01
31,Ghataprabha,2011,1,2011-01-02,36.86,2156.05,0,3619,GHATAPRABHA-2011-01-02
32,Ghataprabha,2011,1,2011-01-03,36.59,2155.66,0,3040,GHATAPRABHA-2011-01-03
33,Ghataprabha,2011,1,2011-01-04,36.32,2155.25,0,3192,GHATAPRABHA-2011-01-04
34,Ghataprabha,2011,1,2011-01-05,36.04,2154.83,0,3255,GHATAPRABHA-2011-01-05
35,Ghataprabha,2011,1,2011-01-06,35.72,2156.36,0,3617,GHATAPRABHA-2011-01-06
36,Ghataprabha,2011,1,2011-01-07,36.41,2153.88,0,3684,GHATAPRABHA-2011-01-07
37,Harangi,2011,1,2011-01-01,3.74,2835.90,142,0,HARANGI-2011-01-01
38,Harangi,2011,1,2011-01-02,3.76,2836.09,239,0,HARANGI-2011-01-02
39,Harangi,2011,1,2011-01-03,3.77,2836.22,166,0,HARANGI-2011-01-03
40,Harangi,2011,1,2011-01-04,3.78,2836.31,118,0,HARANGI-2011-01-04
41,Harangi,2011,1,2011-01-05,3.79,2836.41,130,0,HARANGI-2011-01-05
42,Harangi,2011,1,2011-01-06,3.81,2836.54,167,0,HARANGI-2011-01-06
43,Harangi,2011,1,2011-01-07,3.82,2836.63,118,0,HARANGI-2011-01-07
44,Hemavathi,2011,1,2011-01-01,31.60,2916.07,981,2001,HEMAVATHI-2011-01-01
45,Hemavathi,2011,1,2011-01-02,31.50,2915.95,849,1950,HEMAVATHI-2011-01-02
46,Hemavathi,2011,1,2011-01-03,31.39,2915.82,782,1950,HEMAVATHI-2011-01-03
47,Hemavathi,2011,1,2011-01-04,31.34,2915.77,695,1075,HEMAVATHI-2011-01-04
