SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
14877,Alamatti,2019,1,2019-01-01,57.07,1687.42,0,1591,ALAMATTI-2019-01-01
14878,Alamatti,2019,1,2019-01-02,56.99,1687.39,0,1206,ALAMATTI-2019-01-02
14879,Alamatti,2019,1,2019-01-03,56.51,1687.19,0,5532,ALAMATTI-2019-01-03
14880,Alamatti,2019,1,2019-01-04,55.78,1686.89,0,8474,ALAMATTI-2019-01-04
14881,Alamatti,2019,1,2019-01-05,55.63,1686.83,0,1026,ALAMATTI-2019-01-05
14882,Alamatti,2019,1,2019-01-06,55.55,1686.79,0,1026,ALAMATTI-2019-01-06
14883,Alamatti,2019,1,2019-01-07,55.47,1686.76,0,1026,ALAMATTI-2019-01-07
14884,Bhadra,2019,1,2019-01-01,63,2150,551,551,BHADRA-2019-01-01
14885,Bhadra,2019,1,2019-01-02,63.02,2151.02,840,551,BHADRA-2019-01-02
14886,Bhadra,2019,1,2019-01-03,63.02,2151.02,701,701,BHADRA-2019-01-03
14887,Bhadra,2019,1,2019-01-04,63,2151,812,1101,BHADRA-2019-01-04
14888,Bhadra,2019,1,2019-01-05,62.85,2150.87,523,1954,BHADRA-2019-01-05
14889,Bhadra,2019,1,2019-01-06,62.65,2150.70,480,2681,BHADRA-2019-01-06
14890,Bhadra,2019,1,2019-01-07,62.48,2150.56,351,2331,BHADRA-2019-01-07
14891,Ghataprabha,2019,1,2019-01-01,28.77,2144.86,0,5608,GHATAPRABHA-2019-01-01
14892,Ghataprabha,2019,1,2019-01-02,29.27,2144.05,0,5472,GHATAPRABHA-2019-01-02
14893,Ghataprabha,2019,1,2019-01-03,28.82,2143.23,0,5455,GHATAPRABHA-2019-01-03
14894,Ghataprabha,2019,1,2019-01-04,28.36,2142.41,0,5392,GHATAPRABHA-2019-01-04
14895,Ghataprabha,2019,1,2019-01-05,27.88,2141.56,0,5523,GHATAPRABHA-2019-01-05
14896,Ghataprabha,2019,1,2019-01-06,27.44,2140.76,0,5139,GHATAPRABHA-2019-01-06
14897,Ghataprabha,2019,1,2019-01-07,27.13,2140.20,0,3558,GHATAPRABHA-2019-01-07
14898,Harangi,2019,1,2019-01-01,1.65,2807.05,98,15,HARANGI-2019-01-01
14899,Harangi,2019,1,2019-01-02,1.66,2807.21,94,15,HARANGI-2019-01-02
14900,Harangi,2019,1,2019-01-03,1.67,2807.35,102,15,HARANGI-2019-01-03
14901,Harangi,2019,1,2019-01-04,1.68,2807.49,102,15,HARANGI-2019-01-04
14902,Harangi,2019,1,2019-01-05,1.69,2807.62,104,15,HARANGI-2019-01-05
14903,Harangi,2019,1,2019-01-06,1.70,2807.75,104,15,HARANGI-2019-01-06
14904,Harangi,2019,1,2019-01-07,1.70,2807.86,88,15,HARANGI-2019-01-07
14905,Hemavathi,2019,1,2019-01-01,9.67,2880,0,1675,HEMAVATHI-2019-01-01
14906,Hemavathi,2019,1,2019-01-02,9.64,2879.93,57,350,HEMAVATHI-2019-01-02
14907,Hemavathi,2019,1,2019-01-03,9.62,2879.88,151,350,HEMAVATHI-2019-01-03
14908,Hemavathi,2019,1,2019-01-04,9.60,2879.84,198,350,HEMAVATHI-2019-01-04
14909,Hemavathi,2019,1,2019-01-05,9.58,2879.78,105,350,HEMAVATHI-2019-01-05
14910,Hemavathi,2019,1,2019-01-06,9.56,2879.74,99,250,HEMAVATHI-2019-01-06
14911,Hemavathi,2019,1,2019-01-07,9.56,2879.73,140,150,HEMAVATHI-2019-01-07
14912,K.R.S,2019,1,2019-01-01,36.59,114.58,581,685,K.R.S-2019-01-01
14913,K.R.S,2019,1,2019-01-02,36.56,114.56,594,685,K.R.S-2019-01-02
14914,K.R.S,2019,1,2019-01-03,36.53,114.53,465,685,K.R.S-2019-01-03
14915,K.R.S,2019,1,2019-01-04,36.50,114.50,465,685,K.R.S-2019-01-04
14916,K.R.S,2019,1,2019-01-05,36.46,114.47,450,670,K.R.S-2019-01-05
14917,K.R.S,2019,1,2019-01-06,36.43,114.44,445,665,K.R.S-2019-01-06
14918,K.R.S,2019,1,2019-01-07,36.38,114.40,315,665,K.R.S-2019-01-07
14919,Kabini,2019,1,2019-01-01,15.10,2276.52,195,0,KABINI-2019-01-01
14920,Kabini,2019,1,2019-01-02,15.12,2276.55,258,0,KABINI-2019-01-02
14921,Kabini,2019,1,2019-01-03,15.13,2276.57,195,0,KABINI-2019-01-03
14922,Kabini,2019,1,2019-01-04,15.14,2276.59,194,0,KABINI-2019-01-04
14923,Kabini,2019,1,2019-01-05,15.16,2276.62,258,0,KABINI-2019-01-05
14924,Kabini,2019,1,2019-01-06,15.15,2276.60,222,281,KABINI-2019-01-06
14925,Kabini,2019,1,2019-01-07,15.11,2276.54,188,500,KABINI-2019-01-07
14926,Linganamakki,2019,1,2019-01-01,105.01,1803.50,985,6605,LINGANAMAKKI-2019-01-01
14927,Linganamakki,2019,1,2019-01-02,104.62,1803.35,347,4998,LINGANAMAKKI-2019-01-02
14928,Linganamakki,2019,1,2019-01-03,104.10,1803.15,441,6068,LINGANAMAKKI-2019-01-03
14929,Linganamakki,2019,1,2019-01-04,103.45,1802.90,0,6926,LINGANAMAKKI-2019-01-04
14930,Linganamakki,2019,1,2019-01-05,102.93,1802.70,752,6368,LINGANAMAKKI-2019-01-05
14931,Linganamakki,2019,1,2019-01-06,102.41,1802.50,82,5697,LINGANAMAKKI-2019-01-06
14932,Linganamakki,2019,1,2019-01-07,101.76,1802.25,435,7059,LINGANAMAKKI-2019-01-07
14933,Malaprabha,2019,1,2019-01-01,11.68,2053.27,0,164,MALAPRABHA-2019-01-01
14934,Malaprabha,2019,1,2019-01-02,11.64,2053.16,0,164,MALAPRABHA-2019-01-02
14935,Malaprabha,2019,1,2019-01-03,11.58,2053.08,0,164,MALAPRABHA-2019-01-03
14936,Malaprabha,2019,1,2019-01-04,11.53,2053,0,164,MALAPRABHA-2019-01-04
14937,Malaprabha,2019,1,2019-01-05,11.48,2052.92,0,164,MALAPRABHA-2019-01-05
14938,Malaprabha,2019,1,2019-01-06,11.44,2052.85,0,164,MALAPRABHA-2019-01-06
14939,Malaprabha,2019,1,2019-01-07,11.40,2052.78,0,164,MALAPRABHA-2019-01-07
14940,Narayanapura,2019,1,2019-01-01,15.21,1598.73,652,253,NARAYANAPURA-2019-01-01
14941,Narayanapura,2019,1,2019-01-02,15.24,1598.77,541,140,NARAYANAPURA-2019-01-02
14942,Narayanapura,2019,1,2019-01-03,15.32,1598.86,1281,253,NARAYANAPURA-2019-01-03
14943,Narayanapura,2019,1,2019-01-04,15.35,1598.90,9602,9199,NARAYANAPURA-2019-01-04
14944,Narayanapura,2019,1,2019-01-05,15.21,1598.73,1340,2821,NARAYANAPURA-2019-01-05
14945,Narayanapura,2019,1,2019-01-06,15.29,1598.83,1148,121,NARAYANAPURA-2019-01-06
14946,Narayanapura,2019,1,2019-01-07,15.37,1598.93,1152,121,NARAYANAPURA-2019-01-07
14947,Supa,2019,1,2019-01-01,105.07,1816.69,0,4843,SUPA-2019-01-01
14948,Supa,2019,1,2019-01-02,104.71,1816.37,64,4290,SUPA-2019-01-02
14949,Supa,2019,1,2019-01-03,104.31,1816,143,4778,SUPA-2019-01-03
14950,Supa,2019,1,2019-01-04,103.87,1815.61,143,4818,SUPA-2019-01-04
14951,Supa,2019,1,2019-01-05,103.44,1815.22,0,4794,SUPA-2019-01-05
14952,Supa,2019,1,2019-01-06,102.96,1814.79,0,4865,SUPA-2019-01-06
14953,Supa,2019,1,2019-01-07,102.53,1814.40,0,4831,SUPA-2019-01-07
14954,Tungabhadra,2019,1,2019-01-01,29.59,1606.85,0,4721,TUNGABHADRA-2019-01-01
