SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
39795,Alamatti,2020,1,2020-01-01,102.26,1700.58,0,13561,ALAMATTI-2020-01-01
39796,Alamatti,2020,1,2020-01-02,101.08,1700.31,0,13618,ALAMATTI-2020-01-02
39797,Alamatti,2020,1,2020-01-03,99.95,1700.05,0,13494,ALAMATTI-2020-01-03
39798,Alamatti,2020,1,2020-01-04,98.73,1699.79,0,13709,ALAMATTI-2020-01-04
39799,Alamatti,2020,1,2020-01-05,97.55,1699.53,0,13586,ALAMATTI-2020-01-05
39800,Alamatti,2020,1,2020-01-06,96.45,1699.26,0,12982,ALAMATTI-2020-01-06
39801,Alamatti,2020,1,2020-01-07,96.27,1699.20,0,2094,ALAMATTI-2020-01-07
39802,Bhadra,2020,1,2020-01-01,67.30,2154.58,951,951,BHADRA-2020-01-01
39803,Bhadra,2020,1,2020-01-02,67.30,2154.58,951,951,BHADRA-2020-01-02
39804,Bhadra,2020,1,2020-01-03,67.27,2154.56,65,951,BHADRA-2020-01-03
39805,Bhadra,2020,1,2020-01-04,67.27,2154.56,65,951,BHADRA-2020-01-04
39806,Bhadra,2020,1,2020-01-05,67.27,2154.56,951,951,BHADRA-2020-01-05
39807,Bhadra,2020,1,2020-01-06,67.27,2154.56,951,951,BHADRA-2020-01-06
39808,Bhadra,2020,1,2020-01-07,67.27,2154.56,951,951,BHADRA-2020-01-07
39809,Ghataprabha,2020,1,2020-01-01,43.14,2164.88,0,172,GHATAPRABHA-2020-01-01
39810,Ghataprabha,2020,1,2020-01-02,43.12,2164.86,0,172,GHATAPRABHA-2020-01-02
39811,Ghataprabha,2020,1,2020-01-03,43.10,2164.83,0,172,GHATAPRABHA-2020-01-03
39812,Ghataprabha,2020,1,2020-01-04,43.08,2164.81,0,172,GHATAPRABHA-2020-01-04
39813,Ghataprabha,2020,1,2020-01-05,43.06,2164.78,0,172,GHATAPRABHA-2020-01-05
39814,Ghataprabha,2020,1,2020-01-06,43.04,2164.76,0,172,GHATAPRABHA-2020-01-06
39815,Ghataprabha,2020,1,2020-01-07,43.04,2164.73,0,172,GHATAPRABHA-2020-01-07
39816,Harangi,2020,1,2020-01-01,3.43,2831.83,140,50,HARANGI-2020-01-01
39817,Harangi,2020,1,2020-01-02,3.44,2831.92,148,50,HARANGI-2020-01-02
39818,Harangi,2020,1,2020-01-03,3.44,2832.05,146,50,HARANGI-2020-01-03
39819,Harangi,2020,1,2020-01-04,3.45,2832.18,141,40,HARANGI-2020-01-04
39820,Harangi,2020,1,2020-01-05,3.45,2832.25,106,40,HARANGI-2020-01-05
39821,Harangi,2020,1,2020-01-06,3.46,2832.35,124,40,HARANGI-2020-01-06
39822,Harangi,2020,1,2020-01-07,3.46,2832.43,112,40,HARANGI-2020-01-07
39823,Hemavathi,2020,1,2020-01-01,20.14,2900.69,628,2800,HEMAVATHI-2020-01-01
39824,Hemavathi,2020,1,2020-01-02,19.95,2900.40,529,2700,HEMAVATHI-2020-01-02
39825,Hemavathi,2020,1,2020-01-03,19.77,2900.13,483,2500,HEMAVATHI-2020-01-03
39826,Hemavathi,2020,1,2020-01-04,19.61,2899.87,664,2450,HEMAVATHI-2020-01-04
39827,Hemavathi,2020,1,2020-01-05,19.48,2899.64,914,2350,HEMAVATHI-2020-01-05
39828,Hemavathi,2020,1,2020-01-06,19.36,2899.42,730,2100,HEMAVATHI-2020-01-06
39829,Hemavathi,2020,1,2020-01-07,19.26,2899.25,705,1750,HEMAVATHI-2020-01-07
39830,K.R.S,2020,1,2020-01-01,45.16,121.64,1388,1208,K.R.S-2020-01-01
39831,K.R.S,2020,1,2020-01-02,45.16,121.64,1404,1208,K.R.S-2020-01-02
39832,K.R.S,2020,1,2020-01-03,45.13,121.62,1101,1208,K.R.S-2020-01-03
39833,K.R.S,2020,1,2020-01-04,45.08,121.58,798,1208,K.R.S-2020-01-04
39834,K.R.S,2020,1,2020-01-05,45.03,121.54,798,1208,K.R.S-2020-01-05
39835,K.R.S,2020,1,2020-01-06,44.96,121.49,636,1198,K.R.S-2020-01-06
39836,K.R.S,2020,1,2020-01-07,44.90,121.44,606,1168,K.R.S-2020-01-07
39837,Kabini,2020,1,2020-01-07,15.42,2277.10,374,50,KABINI-2020-01-07
39838,Kabini,2020,1,2020-01-04,15.36,2276.99,309,50,KABINI-2020-01-04
39839,Kabini,2020,1,2020-01-05,15.38,2277.03,373,50,KABINI-2020-01-05
39840,Kabini,2020,1,2020-01-06,15.40,2277.06,310,50,KABINI-2020-01-06
39841,Kabini,2020,1,2020-01-01,15.30,2276.88,308,50,KABINI-2020-01-01
39842,Kabini,2020,1,2020-01-02,15.32,2276.92,371,50,KABINI-2020-01-02
39843,Kabini,2020,1,2020-01-03,15.34,2276.96,372,50,KABINI-2020-01-03
39844,Linganamakki,2020,1,2020-01-01,125.10,1810.65,204,6979,LINGANAMAKKI-2020-01-01
39845,Linganamakki,2020,1,2020-01-02,124.60,1810.50,891,6517,LINGANAMAKKI-2020-01-02
39846,Linganamakki,2020,1,2020-01-03,124.10,1810.35,1978,7604,LINGANAMAKKI-2020-01-03
39847,Linganamakki,2020,1,2020-01-04,123.50,1810.15,163,6937,LINGANAMAKKI-2020-01-04
39848,Linganamakki,2020,1,2020-01-05,122.90,1809.95,1136,7687,LINGANAMAKKI-2020-01-05
39849,Linganamakki,2020,1,2020-01-06,122.40,1809.75,0,5946,LINGANAMAKKI-2020-01-06
39850,Linganamakki,2020,1,2020-01-07,121.70,1809.50,425,7703,LINGANAMAKKI-2020-01-07
39851,Malaprabha,2020,1,2020-01-01,30.77,2074.26,0,2781,MALAPRABHA-2020-01-01
39852,Malaprabha,2020,1,2020-01-02,30.47,2074.02,0,2831,MALAPRABHA-2020-01-02
39853,Malaprabha,2020,1,2020-01-03,30.19,2073.78,0,2831,MALAPRABHA-2020-01-03
39854,Malaprabha,2020,1,2020-01-04,29.90,2073.54,0,2831,MALAPRABHA-2020-01-04
39855,Malaprabha,2020,1,2020-01-05,29.49,2073.20,0,2831,MALAPRABHA-2020-01-05
39856,Malaprabha,2020,1,2020-01-06,29.20,2072.96,0,2861,MALAPRABHA-2020-01-06
39857,Malaprabha,2020,1,2020-01-07,28.92,2072.72,0,2861,MALAPRABHA-2020-01-07
39858,Supa,2020,1,2020-01-01,125.60,1834.31,372,5897,SUPA-2020-01-01
39859,Supa,2020,1,2020-01-02,125.12,1833.91,384,7332,SUPA-2020-01-02
39860,Supa,2020,1,2020-01-03,124.64,1833.52,384,5877,SUPA-2020-01-03
39861,Supa,2020,1,2020-01-04,124.17,1833.13,339,5836,SUPA-2020-01-04
39862,Supa,2020,1,2020-01-05,123.70,1832.73,356,5836,SUPA-2020-01-05
39863,Supa,2020,1,2020-01-06,123.27,1832.37,391,5418,SUPA-2020-01-06
39864,Supa,2020,1,2020-01-07,122.80,1831.98,343,5813,SUPA-2020-01-07
39865,Tungabhadra,2020,1,2020-01-01,75.60,1625.84,0,5320,TUNGABHADRA-2020-01-01
39866,Tungabhadra,2020,1,2020-01-02,74.93,1625.63,0,7449,TUNGABHADRA-2020-01-02
39867,Tungabhadra,2020,1,2020-01-03,74.19,1625.40,0,8291,TUNGABHADRA-2020-01-03
39868,Tungabhadra,2020,1,2020-01-04,73.42,1625.16,0,8615,TUNGABHADRA-2020-01-04
39869,Tungabhadra,2020,1,2020-01-05,72.66,1624.92,0,8641,TUNGABHADRA-2020-01-05
39870,Tungabhadra,2020,1,2020-01-06,71.85,1624.66,0,9114,TUNGABHADRA-2020-01-06
39871,Tungabhadra,2020,1,2020-01-07,71.03,1624.40,0,9116,TUNGABHADRA-2020-01-07
39872,Varahi,2020,1,2020-01-01,19.81,1928.18,0,1046,VARAHI-2020-01-01
39873,Varahi,2020,1,2020-01-02,19.75,1928.05,121,811,VARAHI-2020-01-02
39874,Varahi,2020,1,2020-01-03,19.69,1927.92,128,817,VARAHI-2020-01-03
39875,Varahi,2020,1,2020-01-04,19.60,1927.72,0,810,VARAHI-2020-01-04
39876,Varahi,2020,1,2020-01-05,19.48,1927.46,0,1177,VARAHI-2020-01-05
39877,Varahi,2020,1,2020-01-06,19.33,1927.13,0,1584,VARAHI-2020-01-06
39878,Varahi,2020,1,2020-01-07,19.18,1926.80,0,1585,VARAHI-2020-01-07
39879,Alamatti,2020,2,2020-01-08,96.03,1699.16,0,2482,ALAMATTI-2020-01-08
39880,Alamatti,2020,2,2020-01-09,95.89,1699.13,0,1793,ALAMATTI-2020-01-09
39881,Alamatti,2020,2,2020-01-10,95.75,1699.13,0,865,ALAMATTI-2020-01-10
39882,Alamatti,2020,2,2020-01-11,95.61,1699.07,0,865,ALAMATTI-2020-01-11
39883,Alamatti,2020,2,2020-01-12,95.47,1699.03,0,865,ALAMATTI-2020-01-12
39884,Alamatti,2020,2,2020-01-13,95.34,1699,0,865,ALAMATTI-2020-01-13
39885,Alamatti,2020,2,2020-01-14,95.20,1698.97,0,865,ALAMATTI-2020-01-14
39886,Bhadra,2020,2,2020-01-08,67.27,2154.56,361,361,BHADRA-2020-01-08
39887,Bhadra,2020,2,2020-01-09,67.27,2154.56,467,756,BHADRA-2020-01-09
39888,Bhadra,2020,2,2020-01-10,67.22,2154.52,829,1130,BHADRA-2020-01-10
39889,Bhadra,2020,2,2020-01-11,67.17,2154.47,792,1370,BHADRA-2020-01-11
39890,Bhadra,2020,2,2020-01-12,67.07,2154.39,481,1661,BHADRA-2020-01-12
39891,Bhadra,2020,2,2020-01-13,66.94,2154.29,191,1661,BHADRA-2020-01-13
39892,Bhadra,2020,2,2020-01-14,66.76,2154.14,296,2356,BHADRA-2020-01-14
39893,Ghataprabha,2020,2,2020-01-08,43.01,2164.71,0,172,GHATAPRABHA-2020-01-08
39894,Ghataprabha,2020,2,2020-01-09,42.98,2164.68,0,172,GHATAPRABHA-2020-01-09
39895,Ghataprabha,2020,2,2020-01-10,42.97,2164.66,0,172,GHATAPRABHA-2020-01-10
39896,Ghataprabha,2020,2,2020-01-11,42.83,2164.48,0,1553,GHATAPRABHA-2020-01-11
39897,Ghataprabha,2020,2,2020-01-12,42.70,2164.30,0,1553,GHATAPRABHA-2020-01-12
39898,Ghataprabha,2020,2,2020-01-13,42.50,2164.03,0,2329,GHATAPRABHA-2020-01-13
39899,Ghataprabha,2020,2,2020-01-14,42.28,2163.73,0,2564,GHATAPRABHA-2020-01-14
39900,Harangi,2020,2,2020-01-08,3.47,2832.52,118,40,HARANGI-2020-01-08
39901,Harangi,2020,2,2020-01-09,3.47,2832.60,112,40,HARANGI-2020-01-09
39902,Harangi,2020,2,2020-01-10,3.48,2832.68,112,40,HARANGI-2020-01-10
39903,Harangi,2020,2,2020-01-11,3.48,2832.77,118,40,HARANGI-2020-01-11
39904,Harangi,2020,2,2020-01-12,3.48,2832.83,100,40,HARANGI-2020-01-12
39905,Harangi,2020,2,2020-01-13,3.49,2832.90,100,40,HARANGI-2020-01-13
39906,Harangi,2020,2,2020-01-14,3.49,2832.96,100,40,HARANGI-2020-01-14
39907,Hemavathi,2020,2,2020-01-08,19.20,2899.15,712,1300,HEMAVATHI-2020-01-08
39908,Hemavathi,2020,2,2020-01-09,19.20,2899.15,763,700,HEMAVATHI-2020-01-09
39909,Hemavathi,2020,2,2020-01-10,19.20,2899.15,664,600,HEMAVATHI-2020-01-10
39910,Hemavathi,2020,2,2020-01-11,19.20,2899.15,664,600,HEMAVATHI-2020-01-11
39911,Hemavathi,2020,2,2020-01-12,19.19,2899.13,533,600,HEMAVATHI-2020-01-12
39912,Hemavathi,2020,2,2020-01-13,19.18,2899.11,534,600,HEMAVATHI-2020-01-13
39913,Hemavathi,2020,2,2020-01-14,19.18,2899.10,400,800,HEMAVATHI-2020-01-14
39914,K.R.S,2020,2,2020-01-08,44.82,121.38,454,1167,K.R.S-2020-01-08
39915,K.R.S,2020,2,2020-01-09,44.74,121.32,454,1167,K.R.S-2020-01-09
39916,K.R.S,2020,2,2020-01-10,44.66,121.26,454,1167,K.R.S-2020-01-10
39917,K.R.S,2020,2,2020-01-11,44.60,121.21,605,1167,K.R.S-2020-01-11
39918,K.R.S,2020,2,2020-01-12,44.53,121.16,605,1167,K.R.S-2020-01-12
39919,K.R.S,2020,2,2020-01-13,44.45,121.10,454,1167,K.R.S-2020-01-13
39920,K.R.S,2020,2,2020-01-14,44.29,120.97,372,2137,K.R.S-2020-01-14
39921,Kabini,2020,2,2020-01-08,15.44,2277.13,310,50,KABINI-2020-01-08
39922,Kabini,2020,2,2020-01-09,15.46,2277.17,375,50,KABINI-2020-01-09
39923,Kabini,2020,2,2020-01-10,15.48,2277.20,311,50,KABINI-2020-01-10
39924,Kabini,2020,2,2020-01-11,15.50,2277.24,375,50,KABINI-2020-01-11
39925,Kabini,2020,2,2020-01-12,15.51,2277.27,310,50,KABINI-2020-01-12
39926,Kabini,2020,2,2020-01-13,15.54,2277.31,374,50,KABINI-2020-01-13
39927,Kabini,2020,2,2020-01-14,15.56,2277.35,324,0,KABINI-2020-01-14
39928,Linganamakki,2020,2,2020-01-08,121.10,1809.30,0,6388,LINGANAMAKKI-2020-01-08
39929,Linganamakki,2020,2,2020-01-09,120.50,1809.10,421,6653,LINGANAMAKKI-2020-01-09
39930,Linganamakki,2020,2,2020-01-10,120,1808.90,576,6796,LINGANAMAKKI-2020-01-10
39931,Linganamakki,2020,2,2020-01-11,119.40,1808.70,540,6774,LINGANAMAKKI-2020-01-11
39932,Linganamakki,2020,2,2020-01-12,119.10,1808.60,1545,4258,LINGANAMAKKI-2020-01-12
39933,Linganamakki,2020,2,2020-01-13,118.80,1808.50,1610,4592,LINGANAMAKKI-2020-01-13
39934,Linganamakki,2020,2,2020-01-14,118.40,1808.35,907,5007,LINGANAMAKKI-2020-01-14
39935,Malaprabha,2020,2,2020-01-08,28.64,2072.48,0,2861,MALAPRABHA-2020-01-08
39936,Malaprabha,2020,2,2020-01-09,28.36,2072.24,0,2861,MALAPRABHA-2020-01-09
39937,Malaprabha,2020,2,2020-01-10,28.08,2072,0,2761,MALAPRABHA-2020-01-10
39938,Malaprabha,2020,2,2020-01-11,27.97,2071.90,0,2461,MALAPRABHA-2020-01-11
39939,Malaprabha,2020,2,2020-01-12,27.80,2071.75,0,2461,MALAPRABHA-2020-01-12
39940,Malaprabha,2020,2,2020-01-13,27.63,2071.60,0,2461,MALAPRABHA-2020-01-13
39941,Malaprabha,2020,2,2020-01-14,27.41,2071.40,0,2461,MALAPRABHA-2020-01-14
39942,Supa,2020,2,2020-01-08,122.32,1831.58,331,5791,SUPA-2020-01-08
39943,Supa,2020,2,2020-01-09,121.85,1831.19,331,5783,SUPA-2020-01-09
39944,Supa,2020,2,2020-01-10,121.46,1830.86,0,4500,SUPA-2020-01-10
39945,Supa,2020,2,2020-01-11,121.06,1830.54,0,4500,SUPA-2020-01-11
