SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
13057,Alamatti,2010,39,2010-09-30,122.83,1704.77,2568,2568,ALAMATTI-2010-09-30
13058,Bhadra,2010,39,2010-09-30,70.49,2157.16,1990,3085,BHADRA-2010-09-30
13059,Ghataprabha,2010,39,2010-09-30,48.07,2171.23,1225,5248,GHATAPRABHA-2010-09-30
13060,Harangi,2010,39,2010-09-30,8.17,2858.02,408,0,HARANGI-2010-09-30
13061,Hemavathi,2010,39,2010-09-30,34.17,2918.92,2411,5198,HEMAVATHI-2010-09-30
13062,K.R.S,2010,39,2010-09-30,46.18,122.41,2706,6840,K.R.S-2010-09-30
13063,Kabini,2010,39,2010-09-30,17.39,2280.59,1007,2490,KABINI-2010-09-30
13064,Linganamakki,2010,39,2010-09-30,145.42,1817.10,3940,0,LINGANAMAKKI-2010-09-30
13065,Malaprabha,2010,39,2010-09-30,35.64,2077.99,911,3226,MALAPRABHA-2010-09-30
13066,Narayanapura,2010,39,2010-09-30,26.94,1610.13,1743,7101,NARAYANAPURA-2010-09-30
13067,Supa,2010,39,2010-09-30,120.52,1830.08,1381,0,SUPA-2010-09-30
13068,Tungabhadra,2010,39,2010-09-30,99.97,1632.77,6604,8533,TUNGABHADRA-2010-09-30
13069,Varahi,2010,39,2010-09-30,29.43,1946.68,392,0,VARAHI-2010-09-30
13226,Alamatti,2010,52,2010-12-31,121.78,1704.58,0,11404,ALAMATTI-2010-12-31
13227,Bhadra,2010,52,2010-12-31,70.44,2157.12,2604,3085,BHADRA-2010-12-31
13228,Ghataprabha,2010,52,2010-12-31,47.75,2170.83,1131,4856,GHATAPRABHA-2010-12-31
13229,Harangi,2010,52,2010-12-31,7.65,2856.49,260,1600,HARANGI-2010-12-31
13230,Hemavathi,2010,52,2010-12-31,33.94,2918.67,2619,5192,HEMAVATHI-2010-12-31
13231,K.R.S,2010,52,2010-12-31,45.81,122.13,2668,6795,K.R.S-2010-12-31
13232,Kabini,2010,52,2010-12-31,17.23,2280.31,800,2490,KABINI-2010-12-31
13233,Linganamakki,2010,52,2010-12-31,145.08,1817,3965,0,LINGANAMAKKI-2010-12-31
13234,Malaprabha,2010,52,2010-12-31,35.39,2077.80,380,3331,MALAPRABHA-2010-12-31
13235,Narayanapura,2010,52,2010-12-31,27.13,1610.30,9530,7101,NARAYANAPURA-2010-12-31
13236,Supa,2010,52,2010-12-31,119.74,1829.42,1443,0,SUPA-2010-12-31
13237,Tungabhadra,2010,52,2010-12-31,99.66,1632.69,5444,8533,TUNGABHADRA-2010-12-31
13238,Varahi,2010,52,2010-12-31,29.39,1946.61,440,0,VARAHI-2010-12-31
