SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
14604,Alamatti,2018,1,2018-01-01,78.38,1694.60,0,160,ALAMATTI-2018-01-01
14605,Alamatti,2018,1,2018-01-02,78.15,1694.54,0,160,ALAMATTI-2018-01-02
14606,Alamatti,2018,1,2018-01-03,77.93,1694.47,0,160,ALAMATTI-2018-01-03
14607,Alamatti,2018,1,2018-01-04,77.70,1694.41,0,160,ALAMATTI-2018-01-04
14608,Alamatti,2018,1,2018-01-05,77.48,1694.34,0,160,ALAMATTI-2018-01-05
14609,Alamatti,2018,1,2018-01-06,77.26,1694.28,0,160,ALAMATTI-2018-01-06
14610,Alamatti,2018,1,2018-01-07,77.03,1694.21,0,160,ALAMATTI-2018-01-07
14611,Bhadra,2018,1,2018-01-01,53.20,2142.29,233,100,BHADRA-2018-01-01
14612,Bhadra,2018,1,2018-01-02,53.20,2142.29,233,100,BHADRA-2018-01-02
14613,Bhadra,2018,1,2018-01-03,53.20,2142.29,233,100,BHADRA-2018-01-03
14614,Bhadra,2018,1,2018-01-04,53.20,2142.29,233,100,BHADRA-2018-01-04
14615,Bhadra,2018,1,2018-01-05,53.18,2142.27,129,263,BHADRA-2018-01-05
14616,Bhadra,2018,1,2018-01-06,52.96,2142.06,107,2556,BHADRA-2018-01-06
14617,Bhadra,2018,1,2018-01-07,52.69,2141.81,133,3080,BHADRA-2018-01-07
14618,Ghataprabha,2018,1,2018-01-01,36.20,2155.08,0,233,GHATAPRABHA-2018-01-01
14619,Ghataprabha,2018,1,2018-01-02,36.07,2154.88,0,1586,GHATAPRABHA-2018-01-02
14620,Ghataprabha,2018,1,2018-01-03,35.60,2154.18,0,5387,GHATAPRABHA-2018-01-03
14621,Ghataprabha,2018,1,2018-01-04,35.13,2153.46,0,5494,GHATAPRABHA-2018-01-04
14622,Ghataprabha,2018,1,2018-01-05,34.65,2152.73,0,5532,GHATAPRABHA-2018-01-05
14623,Ghataprabha,2018,1,2018-01-06,34.18,2152,0,5416,GHATAPRABHA-2018-01-06
14624,Ghataprabha,2018,1,2018-01-07,34.18,2152,0,5493,GHATAPRABHA-2018-01-07
14625,Harangi,2018,1,2018-01-01,2.56,2818.79,163,80,HARANGI-2018-01-01
14626,Harangi,2018,1,2018-01-02,2.57,2818.85,155,80,HARANGI-2018-01-02
14627,Harangi,2018,1,2018-01-03,2.57,2818.91,155,80,HARANGI-2018-01-03
14628,Harangi,2018,1,2018-01-04,2.58,2818.98,156,70,HARANGI-2018-01-04
14629,Harangi,2018,1,2018-01-05,2.59,2819.05,156,70,HARANGI-2018-01-05
14630,Harangi,2018,1,2018-01-06,2.59,2819.12,156,70,HARANGI-2018-01-06
14631,Harangi,2018,1,2018-01-07,2.60,2819.18,147,70,HARANGI-2018-01-07
14632,Hemavathi,2018,1,2018-01-01,8.50,2877.04,174,175,HEMAVATHI-2018-01-01
14633,Hemavathi,2018,1,2018-01-02,8.50,2877.03,174,175,HEMAVATHI-2018-01-02
14634,Hemavathi,2018,1,2018-01-03,8.50,2877.02,174,175,HEMAVATHI-2018-01-03
14635,Hemavathi,2018,1,2018-01-04,8.49,2877,132,175,HEMAVATHI-2018-01-04
14636,Hemavathi,2018,1,2018-01-05,8.48,2876.98,132,175,HEMAVATHI-2018-01-05
14637,Hemavathi,2018,1,2018-01-06,8.47,2876.96,132,175,HEMAVATHI-2018-01-06
14638,Hemavathi,2018,1,2018-01-07,8.47,2876.94,133,175,HEMAVATHI-2018-01-07
14639,K.R.S,2018,1,2018-01-01,25.55,103.35,291,3445,K.R.S-2018-01-01
14640,K.R.S,2018,1,2018-01-02,25.40,103.17,231,1887,K.R.S-2018-01-02
14641,K.R.S,2018,1,2018-01-03,25.38,103.15,264,334,K.R.S-2018-01-03
14642,K.R.S,2018,1,2018-01-04,25.36,103.13,264,334,K.R.S-2018-01-04
14643,K.R.S,2018,1,2018-01-05,25.34,103.10,165,334,K.R.S-2018-01-05
14644,K.R.S,2018,1,2018-01-06,25.32,103.08,264,334,K.R.S-2018-01-06
14645,K.R.S,2018,1,2018-01-07,25.30,103.06,264,334,K.R.S-2018-01-07
14646,Kabini,2018,1,2018-01-01,13.88,2274.27,129,500,KABINI-2018-01-01
14647,Kabini,2018,1,2018-01-02,13.84,2274.20,130,500,KABINI-2018-01-02
14648,Kabini,2018,1,2018-01-03,13.81,2274.13,129,500,KABINI-2018-01-03
14649,Kabini,2018,1,2018-01-04,13.77,2274.06,130,500,KABINI-2018-01-04
14650,Kabini,2018,1,2018-01-05,13.73,2273.99,131,500,KABINI-2018-01-05
14651,Kabini,2018,1,2018-01-06,13.71,2273.95,119,300,KABINI-2018-01-06
14652,Kabini,2018,1,2018-01-07,13.69,2273.91,118,300,KABINI-2018-01-07
14653,Linganamakki,2018,1,2018-01-01,76.55,1791.55,0,3032,LINGANAMAKKI-2018-01-01
14654,Linganamakki,2018,1,2018-01-02,76.22,1791.40,486,3500,LINGANAMAKKI-2018-01-02
14655,Linganamakki,2018,1,2018-01-03,75.90,1791.25,135,3968,LINGANAMAKKI-2018-01-03
14656,Linganamakki,2018,1,2018-01-04,75.47,1791.05,0,4004,LINGANAMAKKI-2018-01-04
14657,Linganamakki,2018,1,2018-01-05,75.14,1790.90,1647,4652,LINGANAMAKKI-2018-01-05
14658,Linganamakki,2018,1,2018-01-06,74.82,1790.75,0,3105,LINGANAMAKKI-2018-01-06
14659,Linganamakki,2018,1,2018-01-07,74.50,1790.60,0,3477,LINGANAMAKKI-2018-01-07
14660,Malaprabha,2018,1,2018-01-01,10.23,2050.73,0,516,MALAPRABHA-2018-01-01
14661,Malaprabha,2018,1,2018-01-02,10.20,2050.66,0,516,MALAPRABHA-2018-01-02
14662,Malaprabha,2018,1,2018-01-03,10.16,2050.59,0,516,MALAPRABHA-2018-01-03
14663,Malaprabha,2018,1,2018-01-04,10.13,2050.53,0,516,MALAPRABHA-2018-01-04
14664,Malaprabha,2018,1,2018-01-05,10.11,2050.50,0,116,MALAPRABHA-2018-01-05
14665,Malaprabha,2018,1,2018-01-06,10.10,2050.48,0,84,MALAPRABHA-2018-01-06
14666,Malaprabha,2018,1,2018-01-07,10.09,2050.46,0,116,MALAPRABHA-2018-01-07
14667,Narayanapura,2018,1,2018-01-01,28.09,1610.84,0,123,NARAYANAPURA-2018-01-01
14668,Narayanapura,2018,1,2018-01-02,27.69,1608,224,140,NARAYANAPURA-2018-01-02
14669,Narayanapura,2018,1,2018-01-03,27.73,1610.87,582,121,NARAYANAPURA-2018-01-03
14670,Narayanapura,2018,1,2018-01-04,27.73,1610.87,0,137,NARAYANAPURA-2018-01-04
14671,Narayanapura,2018,1,2018-01-05,27.69,1610.84,0,121,NARAYANAPURA-2018-01-05
14672,Narayanapura,2018,1,2018-01-06,27.69,1610.84,0,133,NARAYANAPURA-2018-01-06
14673,Narayanapura,2018,1,2018-01-07,27.65,1610.81,0,471,NARAYANAPURA-2018-01-07
14674,Supa,2018,1,2018-01-01,78.89,1791.01,65,1463.92,SUPA-2018-01-01
14675,Supa,2018,1,2018-01-02,78.76,1790.88,5,1401.80,SUPA-2018-01-02
14676,Supa,2018,1,2018-01-03,78.74,1790.85,0,347.39,SUPA-2018-01-03
14677,Supa,2018,1,2018-01-04,78.57,1790.65,384,2476.66,SUPA-2018-01-04
14678,Supa,2018,1,2018-01-05,78.29,1790.36,159,3292.81,SUPA-2018-01-05
14679,Supa,2018,1,2018-01-06,78.16,1790.22,286,1679.71,SUPA-2018-01-06
14680,Supa,2018,1,2018-01-07,77.99,1790.03,61,2133.36,SUPA-2018-01-07
14681,Tungabhadra,2018,1,2018-01-01,42.73,1613.65,0,4367,TUNGABHADRA-2018-01-01
14682,Tungabhadra,2018,1,2018-01-02,42.16,1613.39,0,6350,TUNGABHADRA-2018-01-02
14683,Tungabhadra,2018,1,2018-01-03,41.57,1613.12,0,6571,TUNGABHADRA-2018-01-03
14684,Tungabhadra,2018,1,2018-01-04,40.98,1612.84,0,6718,TUNGABHADRA-2018-01-04
14685,Tungabhadra,2018,1,2018-01-05,40.39,1612.56,0,6648,TUNGABHADRA-2018-01-05
14686,Tungabhadra,2018,1,2018-01-06,39.78,1612.27,0,60,TUNGABHADRA-2018-01-06
14687,Tungabhadra,2018,1,2018-01-07,38.87,1611.83,0,10356,TUNGABHADRA-2018-01-07
14688,Varahi,2018,1,2018-01-01,15.80,1918.93,0,771,VARAHI-2018-01-01
14689,Varahi,2018,1,2018-01-02,15.72,1918.73,0,770,VARAHI-2018-01-02
14690,Varahi,2018,1,2018-01-03,15.65,1918.57,102,760,VARAHI-2018-01-03
14691,Varahi,2018,1,2018-01-04,15.59,1918.41,41,791,VARAHI-2018-01-04
14692,Varahi,2018,1,2018-01-05,15.48,1918.14,0,791,VARAHI-2018-01-05
14693,Varahi,2018,1,2018-01-06,15.35,1917.82,0,1175,VARAHI-2018-01-06
14694,Varahi,2018,1,2018-01-07,15.22,1917.49,51,1550,VARAHI-2018-01-07
14695,Alamatti,2018,2,2018-01-08,75.80,1693.85,0,13013,ALAMATTI-2018-01-08
14696,Alamatti,2018,2,2018-01-09,74.69,1693.52,0,12957,ALAMATTI-2018-01-09
14697,Alamatti,2018,2,2018-01-10,73.52,1693.16,0,12725,ALAMATTI-2018-01-10
14698,Alamatti,2018,2,2018-01-11,72.45,1692.83,0,11371,ALAMATTI-2018-01-11
14699,Alamatti,2018,2,2018-01-12,71.29,1692.47,0,12499,ALAMATTI-2018-01-12
14700,Alamatti,2018,2,2018-01-13,70.07,1692.07,0,13109,ALAMATTI-2018-01-13
14701,Alamatti,2018,2,2018-01-14,65.89,1691.68,0,13119,ALAMATTI-2018-01-14
14702,Bhadra,2018,2,2018-01-08,52.40,2141.54,151,3330,BHADRA-2018-01-08
14703,Bhadra,2018,2,2018-01-09,52.12,2141.27,159,3350,BHADRA-2018-01-09
14704,Bhadra,2018,2,2018-01-10,51.83,2141,159,3350,BHADRA-2018-01-10
14705,Bhadra,2018,2,2018-01-11,51.53,2140.70,50,3580,BHADRA-2018-01-11
14706,Bhadra,2018,2,2018-01-12,51.22,2140.41,50,3580,BHADRA-2018-01-12
14707,Bhadra,2018,2,2018-01-13,50.92,2140.12,61,3450,BHADRA-2018-01-13
14708,Bhadra,2018,2,2018-01-14,50.61,2139.83,72,3450,BHADRA-2018-01-14
14709,Ghataprabha,2018,2,2018-01-08,33.22,2150.51,0,5452,GHATAPRABHA-2018-01-08
14710,Ghataprabha,2018,2,2018-01-09,32.75,2149.76,0,5413,GHATAPRABHA-2018-01-09
14711,Ghataprabha,2018,2,2018-01-10,32.27,2149,0,5438,GHATAPRABHA-2018-01-10
14712,Ghataprabha,2018,2,2018-01-11,31.80,2148.23,0,5514,GHATAPRABHA-2018-01-11
14713,Ghataprabha,2018,2,2018-01-12,31.32,2147.45,0,5533,GHATAPRABHA-2018-01-12
14714,Ghataprabha,2018,2,2018-01-13,30.84,2146.66,0,5546,GHATAPRABHA-2018-01-13
14715,Ghataprabha,2018,2,2018-01-14,30.36,2145.86,0,5554,GHATAPRABHA-2018-01-14
14716,Harangi,2018,2,2018-01-08,2.60,2819.25,154,70,HARANGI-2018-01-08
14717,Harangi,2018,2,2018-01-09,2.61,2819.29,124,70,HARANGI-2018-01-09
14718,Harangi,2018,2,2018-01-10,2.61,2819.35,135,70,HARANGI-2018-01-10
14719,Harangi,2018,2,2018-01-11,2.62,2819.40,125,70,HARANGI-2018-01-11
14720,Harangi,2018,2,2018-01-12,2.62,2819.44,125,70,HARANGI-2018-01-12
14721,Harangi,2018,2,2018-01-13,2.62,2819.48,125,70,HARANGI-2018-01-13
14722,Harangi,2018,2,2018-01-14,2.63,2819.53,125,70,HARANGI-2018-01-14
14723,Hemavathi,2018,2,2018-01-08,8.46,2876.92,133,175,HEMAVATHI-2018-01-08
14724,Hemavathi,2018,2,2018-01-09,8.45,2876.90,133,175,HEMAVATHI-2018-01-09
14725,Hemavathi,2018,2,2018-01-10,8.45,2876.88,133,175,HEMAVATHI-2018-01-10
14726,Hemavathi,2018,2,2018-01-11,8.44,2876.86,133,175,HEMAVATHI-2018-01-11
14727,Hemavathi,2018,2,2018-01-12,8.43,2876.84,133,175,HEMAVATHI-2018-01-12
14728,Hemavathi,2018,2,2018-01-13,8.42,2876.82,133,175,HEMAVATHI-2018-01-13
14729,Hemavathi,2018,2,2018-01-14,8.42,2876.80,133,175,HEMAVATHI-2018-01-14
14730,K.R.S,2018,2,2018-01-08,25.28,103.03,165,334,K.R.S-2018-01-08
14731,K.R.S,2018,2,2018-01-09,25.25,103,165,334,K.R.S-2018-01-09
14732,K.R.S,2018,2,2018-01-10,25.24,102.98,261,331,K.R.S-2018-01-10
14733,K.R.S,2018,2,2018-01-11,25.22,102.96,260,329,K.R.S-2018-01-11
14734,K.R.S,2018,2,2018-01-12,25.19,102.93,163,329,K.R.S-2018-01-12
14735,K.R.S,2018,2,2018-01-13,25.18,102.91,260,329,K.R.S-2018-01-13
14736,K.R.S,2018,2,2018-01-14,24.99,102.69,208,2210,K.R.S-2018-01-14
14737,Kabini,2018,2,2018-01-08,13.67,2273.87,119,300,KABINI-2018-01-08
14738,Kabini,2018,2,2018-01-09,13.65,2273.83,118,300,KABINI-2018-01-09
14739,Kabini,2018,2,2018-01-10,13.62,2273.79,119,300,KABINI-2018-01-10
14740,Kabini,2018,2,2018-01-11,13.60,2273.75,118,300,KABINI-2018-01-11
14741,Kabini,2018,2,2018-01-12,13.58,2273.71,119,300,KABINI-2018-01-12
14742,Kabini,2018,2,2018-01-13,13.56,2273.67,118,300,KABINI-2018-01-13
14743,Kabini,2018,2,2018-01-14,13.54,2273.63,119,300,KABINI-2018-01-14
14744,Linganamakki,2018,2,2018-01-08,74.17,1790.45,952,3969,LINGANAMAKKI-2018-01-08
14745,Linganamakki,2018,2,2018-01-09,73.85,1790.30,0,3561,LINGANAMAKKI-2018-01-09
14746,Linganamakki,2018,2,2018-01-10,73.52,1790.15,703,3713,LINGANAMAKKI-2018-01-10
14747,Linganamakki,2018,2,2018-01-11,73.31,1790.05,674,2845,LINGANAMAKKI-2018-01-11
14748,Linganamakki,2018,2,2018-01-12,72.91,1789.85,1639,5892,LINGANAMAKKI-2018-01-12
14749,Linganamakki,2018,2,2018-01-13,72.51,1789.65,0,3932,LINGANAMAKKI-2018-01-13
14750,Linganamakki,2018,2,2018-01-14,72.22,1789.50,1247,4635,LINGANAMAKKI-2018-01-14
14751,Malaprabha,2018,2,2018-01-08,10.07,2050.41,0,116,MALAPRABHA-2018-01-08
14752,Malaprabha,2018,2,2018-01-09,10.04,2050.36,0,116,MALAPRABHA-2018-01-09
14753,Malaprabha,2018,2,2018-01-10,10.01,2050.31,0,116,MALAPRABHA-2018-01-10
14754,Malaprabha,2018,2,2018-01-11,9.99,2050.26,0,116,MALAPRABHA-2018-01-11
14755,Malaprabha,2018,2,2018-01-12,9.93,2050.15,0,266,MALAPRABHA-2018-01-12
14756,Malaprabha,2018,2,2018-01-13,9.86,2050.01,0,266,MALAPRABHA-2018-01-13
14757,Malaprabha,2018,2,2018-01-14,9.74,2049.77,0,666,MALAPRABHA-2018-01-14
14758,Narayanapura,2018,2,2018-01-08,27.85,1610.97,8896,6476,NARAYANAPURA-2018-01-08
14759,Narayanapura,2018,2,2018-01-09,27.65,1610.81,8636,10836,NARAYANAPURA-2018-01-09
14760,Narayanapura,2018,2,2018-01-10,27.33,1610.54,8435,12002,NARAYANAPURA-2018-01-10
14761,Narayanapura,2018,2,2018-01-11,26.98,1610.25,8002,12002,NARAYANAPURA-2018-01-11
14762,Narayanapura,2018,2,2018-01-12,26.74,1610.05,9362,11975,NARAYANAPURA-2018-01-12
14763,Narayanapura,2018,2,2018-01-13,28.78,1610.08,12026,11460,NARAYANAPURA-2018-01-13
14764,Narayanapura,2018,2,2018-01-14,26.74,1610.05,10945,11283,NARAYANAPURA-2018-01-14
14765,Supa,2018,2,2018-01-08,77.88,1789.90,128,1514.19,SUPA-2018-01-08
14766,Supa,2018,2,2018-01-09,77.79,1789.80,0,923.23,SUPA-2018-01-09
14767,Supa,2018,2,2018-01-10,77.79,1789.80,0,0,SUPA-2018-01-10
14768,Supa,2018,2,2018-01-11,77.79,1789.80,0,0,SUPA-2018-01-11
14769,Supa,2018,2,2018-01-12,77.63,1789.63,31,1759.82,SUPA-2018-01-12
14770,Supa,2018,2,2018-01-13,77.42,1789.40,219,2634,SUPA-2018-01-13
14771,Supa,2018,2,2018-01-14,77.12,1789.08,211,3652.86,SUPA-2018-01-14
14772,Tungabhadra,2018,2,2018-01-08,37.92,1611.36,0,10794,TUNGABHADRA-2018-01-08
14773,Tungabhadra,2018,2,2018-01-09,36.96,1610.88,0,10949,TUNGABHADRA-2018-01-09
14774,Tungabhadra,2018,2,2018-01-10,36.04,1610.41,0,10448,TUNGABHADRA-2018-01-10
14775,Tungabhadra,2018,2,2018-01-11,35.11,1609.93,0,10589,TUNGABHADRA-2018-01-11
14776,Tungabhadra,2018,2,2018-01-12,34.28,1609.49,0,9353,TUNGABHADRA-2018-01-12
14777,Tungabhadra,2018,2,2018-01-13,33.40,1609.02,0,10036,TUNGABHADRA-2018-01-13
14778,Tungabhadra,2018,2,2018-01-14,32.35,1608.52,0,10246,TUNGABHADRA-2018-01-14
14779,Varahi,2018,2,2018-01-08,15.19,1917.39,331,781,VARAHI-2018-01-08
14780,Varahi,2018,2,2018-01-09,15.19,1917.39,0,0,VARAHI-2018-01-09
14781,Varahi,2018,2,2018-01-10,15.19,1917.39,0,0,VARAHI-2018-01-10
